,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
251282,"E. Voufack, Eric Josef Arno Voufack",22,61 ,67 ,2025,251323,182,75,,RB,,500000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251289,"V. Müller, Vincent Carsten Maria Müller",23,66 ,74 ,2028,251330,190,91,,GK,,1600000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251295,"M. Jarjué, Maudo Lamine Jarjué",26,63 ,64 ,2024,251336,189,90,,CB,,500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251296,"Alex Suárez, José Alejandro Suárez Suárez",31,75 ,75 ,2026,251337,180,72,,CB,,3800000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251301,"B. Pichler, Benedikt Pichler",26,70 ,71 ,2027,251342,188,88,,CF,,1900000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251305,"J. Martin, Joshua Saul Martin",22,63 ,68 ,2025,251346,177,70,,CAM,,750000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251315,"N. Vallys, Nicolai Frimodt Vallys",27,73 ,73 ,2026,251356,189,82,,RW,,3200000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251327,"K. Kostorz, Kacper Kostorz",24,63,66,2025,251368,191,78,,CF,,850000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251329,"S. Najar, Suheyel Najar",28,60 ,60 ,2025,251370,182,72,,LW,,250000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
699,"R. Zalazar, Rodrigo Zalazar Martínez",24,79,82 ,2028,251377,178,70,77,CAM,6,20000000,15000,€19.8M,335,,,,,,370,,,,,,401,,,,,,384,,,,,,349,,,,,,,191,,,,40,,,,,,2070,439,1,80,75,72,77,63,1
251340,"P. Keny, Philippe Paulin Keny",25,66 ,71 ,2025,251381,190,80,,CF,,1300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251344,"S. Mambo, Stone Muzalimoja Mambo",25,66 ,72 ,2025,251385,184,76,,CB,,1200000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251359,"L. Kwadwo, Leroy Kwadwo",27,63 ,65 ,2025,251400,185,79,,LB,,500000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1801,"T. Coulibaly, Tanguy Coulibaly",23,71 ,78 ,2026,251401,179,78,71,LM,7,3800000,16000,€7M,296,,,,,,311,,,,,,377,,,,,,282,,,,,,295,,,,,,,127,,,,45,,,,,,1733,379,1,79,59,62,76,42,0
251379,"T. Fornah, Tyrese Momodu Fornah",24,63,67,2025,251420,185,72,,CDM,,825000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
350,"B. Johnson, Brennan Price Johnson",23,79 ,83 ,2028,251421,186,73,78,RM,6,25000000,90000,€35.7M,351,,,,,,325,,,,,,404,,,,,,342,,,,,,284,,,,,,,143,,,,52,,,,,,1901,411,1,89,74,68,78,43,1
251390,"M. Malone, Maurice Maximilian Malone",23,70 ,74 ,2025,251431,187,87,,CF,,2300000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251398,"T. Thomas, Titouan Christophe Gérard Thomas",22,64 ,73 ,2026,251439,183,78,,CM,,1300000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251405,"E. Mihaj, Enea MihajΕνέα Μιχάι",25,73,78,2025,251446,186,81,,CB,,3100000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251441,"C. Kinsombi, Christian Kinsombi",24,65 ,68 ,2026,251482,177,70,,RM,,975000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251448,"W. Kamiński, Wojciech Kamiński",23,61 ,65 ,2025,251489,186,83,,CB,,425000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251456,"O. Diakité, Ousmane Diakité",23,68 ,74 ,2026,251497,189,87,,CB,,1800000,23000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2357,"Z. Sanusi, Zaidu Sanusi",27,71,72,2027,251528,182,71,75,LB,1,3200000,13000,€12.5M,250,,,,,,258,,,,,,397,,,,,,318,,,,,,283,,,,,,,219,,,,47,,,,,,1772,393,1,93,37,55,63,73,0
251498,"B. Lambert, Boris Luc Lambert",24,68 ,75 ,2028,251539,187,67,,CB,,2300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251514,"J. Eccles, Joshua Elliot Eccles",24,71 ,80 ,2028,251555,181,66,,CDM,,3900000,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
188,"Gabriel Martinelli, Gabriel Teodoro Martinelli Silva",23,82 ,85 ,2027,251566,178,75,85,LW,4,41500000,125000,€118.4M,391,,,,,,380,,,,,,429,,,,,,377,,,,,,342,,,,,,,131,,,,35,,,,,,2085,447,2,89,78,76,86,46,1
189,"R. Cherki, Mathis Rayan Cherki",20,79,88,2026,251570,177,71,76,CAM,10,31000000,38000,€18.9M,291,,,,,,386,,,,,,368,,,,,,321,,,,,,283,,,,,,,57,,,,43,,,,,,1749,373,2,68,67,72,84,21,0
251540,"C. Gustafsson, Carl Gustafsson",24,66 ,73 ,2025,251581,180,78,,CM,,1700000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251553,"P. Therkildsen, Peter Nysted Therkildsen",26,63 ,66 ,2027,251594,190,76,,RB,,575000,6000,,,54,42,64,63,45,,60,56,50,58,62,,65,69,58,58,43,,56,73,82,72,48,,55,57,47,55,45,52,,53,61,57,,6,5,10,10,7,,,,,,,,,1
251556,"D. Steczyk, Dominik Steczyk",25,62 ,64 ,2026,251597,185,74,,CF,,500000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251558,"Riki, Ricardo Rodríguez Gil-Carcedo",26,68 ,69 ,2026,251599,175,70,,CAM,,1400000,7000,,,60,66,44,69,58,,71,64,66,66,69,,73,69,80,68,81,,61,57,72,57,69,,55,65,69,69,63,68,,47,66,51,,9,6,9,13,6,,,,,,,,,1
251562,"K. Piscopo, Kevin Piscopo",26,63 ,63,2025,251603,181,78,,CF,,575000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251588,"J. Lonwijk, Justin Antonius Lonwijk",24,67 ,72 ,2025,251629,189,85,,CAM,,1500000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251594,"A. Țigănașu, Alexandru Țigănașu",34,62 ,62 ,2025,251635,179,74,,LB,,150000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251595,"D. Haruț, Denis Grațian Haruț",25,65 ,70 ,2026,251636,183,77,,RB,,950000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251621,"A. Casar, Aljaž Casar",23,66 ,73 ,2026,251662,190,86,,CDM,,1700000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251636,"Benny, Bernardo Sousa Pereira Brites Martins",26,67,68,2027,251677,176,72,,CAM,,1400000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251650,"A. Zamorado, Alan Zamorado",36,69 ,69 ,2028,251691,182,78,,CAM,,450000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251651,"A. Aguilmera, Alexander Aguilmera",36,70 ,70 ,2028,251692,194,83,,CB,,275000,9000,,,54,39,74,60,54,,45,42,35,51,60,,34,32,32,71,33,,70,73,71,81,42,,72,71,29,44,57,65,,68,73,70,,16,6,13,7,13,,,,,,,,,0
251655,"J. Monsario, Jhon Monsario",36,67 ,67 ,2028,251696,186,83,,CB,,180000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251661,"P. Vaquizo, Pedro Vaquizo",36,70 ,70 ,2028,251702,180,70,,CF,,525000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251663,"J. Mejídez, Juan Mejídez",36,68 ,68 ,2028,251704,168,62,,RM,,400000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251666,"M. Caymara, Manuel Caymara",28,63 ,63 ,2028,251707,170,66,,LM,,475000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251667,"L. Conderia, Luis Conderia",32,69 ,69 ,2028,251708,189,84,,CF,,1100000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251669,"E. Lardero, Erick Lardero",36,66 ,66 ,2028,251710,177,79,,CF,,300000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251670,"K. Sariguez, Kevin Sariguez",32,66 ,66 ,2028,251711,175,73,,RM,,675000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251672,"C. Lendezo, Carlos Lendezo",32,70 ,70 ,2028,251713,170,69,,RW,,1300000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251673,"M. Lorbia, Martín Lorbia",32,62 ,62 ,2028,251714,171,73,,CF,,325000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251674,"N. Balloni, Nicolás Balloni",32,66 ,66 ,2028,251715,180,70,,CM,,675000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251677,"B. Vendaza, Bruno Vendaza",32,68 ,68 ,2028,251718,181,72,,CDM,,800000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251678,"M. Farrero, Mateo Farrero",32,67 ,67 ,2028,251719,167,69,,RW,,800000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251710,"S. Agouzoul, Saad Agouzoulسعد اغوزول",26,69 ,72 ,2026,251751,192,75,,CB,,1600000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251721,"S. Elia, Salvatore Elia",25,69 ,72 ,2026,251762,183,70,,RM,,1800000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251740,"R. Opruț, Raul Marian Opruț",26,66 ,67 ,2025,251781,184,70,,LB,,925000,9000,,,62,21,58,62,25,,60,53,31,42,63,,81,82,74,57,54,,60,76,78,68,45,,68,59,56,52,39,65,,59,64,60,,13,9,13,7,12,,,,,,,,,0
405,"Q. Timber, Quinten Ryan Crispito Timber",23,79 ,85 ,2026,251806,179,71,79,CAM,7,27500000,21000,€34.4M,314,,,,,,349,,,,,,393,,,,,,402,,,,,,357,,,,,,,217,,,,44,,,,,,2076,449,1,77,68,72,78,71,1
251771,"B. Kemper, Boy Kemper",25,68,71,2026,251812,185,73,,CB,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251800,"J. Zapata, Juan Manuel Zapata Zumaque",24,69 ,75 ,2026,251841,178,71,,CAM,,2200000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251834,"R. Ispas, Rareș Sebastian Ispas",23,65 ,66,2025,251875,178,70,,LB,,950000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
251854,"S. Adewoye, Shawn Adewoye",24,69 ,77 ,2026,251895,181,81,,CB,,2900000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251871,"Z. Ould Khaled, Zinédine Ould Khaled",24,67 ,74 ,2025,251912,195,79,,CDM,,1900000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251915,"A. Ngouyamsa, Ahmad Toure Ngouyamsa Nounchili",23,63 ,68 ,2025,251956,176,75,,CB,,650000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
293,"A. Colpani, Andrea Colpani",25,79 ,81 ,2025,251988,184,75,80,CAM,7,22000000,34000,€54.2M,373,,,,,,386,,,,,,371,,,,,,386,,,,,,337,,,,,,,200,,,,48,,,,,,2101,447,1,79,76,77,78,65,0
251954,"João Gonçalves, João Pedro Oliveira Gonçalves",23,71 ,78 ,2027,251995,188,80,,GK,,3200000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251960,"J. Panzo, Jonathan William Panzo",23,69 ,76 ,2025,252001,185,72,,CB,,2600000,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
184,"I. Reyes, Israel Reyes Romero",24,74 ,80 ,Unknown,252008,179,73,76,CDM,7,0,0,€0,319,,,,,,348,,,,,,395,,,,,,375,,,,,,354,,,,,,,225,,,,45,,,,,,2061,440,1,83,65,69,74,75,1
251973,"H. Bockhorn, Herbert Bockhorn",29,70 ,70 ,2025,252014,177,76,,RB,,1400000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251975,"D. Waidner, Dennis Waidner",23,64 ,69 ,2025,252016,174,68,,CDM,,800000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1806,"K. Piątkowski, Kamil Dawid Piątkowski",24,73 ,77 ,2025,252018,191,87,75,CB,5,3900000,13000,€0,272,,,,,,299,,,,,,375,,,,,,369,,,,,,296,,,,,,,212,,,,62,,,,,,1885,413,1,80,47,65,69,71,1
251989,"B. Fazliji, Betim Fazliji",25,64 ,70 ,2027,252030,186,81,,CB,,825000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251990,"F. Heister, Florian Heister",27,62 ,63 ,2025,252031,179,75,,RM,,425000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
251997,"Romário Baró, Romário Manuel Silva Baró",24,71 ,76 ,2025,252038,180,66,,CAM,,2800000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1112,"T. Pobega, Tommaso Pobega",24,74 ,78 ,2025,252060,188,75,79,CF,5,6000000,71000,€15.1M,370,,,,,,348,,,,,,389,,,,,,407,,,,,,355,,,,,,,224,,,,50,,,,,,2143,453,1,76,76,72,76,74,0
252032,"F. Bilbija, Filip Bilbija",24,70 ,75 ,2028,252073,189,78,,RM,,2400000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
252039,"Rúben Ismael, Rúben Ismael Valente Ramos",25,71,76,2025,252080,184,77,,CDM,,2100000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
252040,"E. Kardeşler, Erce Kardeşler",30,71,71,2026,252081,184,79,,GK,,1100000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
252042,"Douglas Aurélio, Douglas Aurélio",25,67 ,70 ,2025,252083,183,78,,CF,,1400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
252054,"Riccieli, Riccieli Eduardo da Silva Júnior",25,70,75,2027,252095,184,76,,CB,,2500000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
252055,"N. Hernández, Nelson Antonio Hernández Bellorín",31,68 ,68 ,2025,252096,177,76,,RB,,875000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
252084,"J. Consbruch, Jomaine Ellay Consbruch",22,67 ,76 ,2026,252125,174,66,,CAM,,2300000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
247,"Nuno Mendes, Nuno Alexandre Tavares Mendes",22,83 ,87 ,2026,252145,180,70,82,LB,5,49500000,87000,€83.7M,327,,,,,,362,,,,,,424,,,,,,381,,,,,,345,,,,,,,233,,,,50,,,,,,2122,455,2,89,58,75,80,77,0
