,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
2062,"M. Ducksch, Marvin Ducksch",30,77 ,77 ,2026,197031,188,79,76,CF,0,10500000,32000,€13.5M,370,,,,,,384,,,,,,345,,,,,,379,,,,,,312,,,,,,,84,,,,53,,,,,,1927,395,1,68,76,74,74,34,1
1147,"Isco, Francisco Román Alarcón Suárez",32,82 ,82 ,2027,197781,176,79,81,CAM,0,24000000,43000,€45.2M,357,,,,,,410,,,,,,374,,,,,,334,,,,,,352,,,,,,,171,,,,51,,,,,,2049,423,3,66,74,82,83,59,1
2063,"D. Burn, Daniel Johnson Burn",32,78 ,78 ,2025,198032,198,87,78,CB,0,9000000,95000,€18.1M,268,,,,,,296,,,,,,236,,,,,,326,,,,,,327,,,,,,,233,,,,53,,,,,,1739,378,2,51,36,67,63,77,0
198030,"G. Williams, George Benjamin Williams",31,64 ,64 ,2025,198071,178,77,,RB,,425000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198100,"Marc Bartra, Marc Bartra Aregall",33,78 ,78 ,2025,198141,184,73,,CB,,6500000,30000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198137,"A. Calisir, André Jack Calisir",34,62 ,62 ,2025,198178,187,76,,CB,,130000,3000,,,48,28,59,62,33,,56,44,22,60,58,,41,49,65,55,63,,46,62,63,72,32,,65,61,38,53,35,64,,65,62,61,,15,7,8,7,8,,,,,,,,,1
198159,"B. Stambouli, Benjamin Fernand Lucien Francois Stambouli",33,72 ,72 ,2026,198200,180,80,,CDM,,1200000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1706,"L. Insigne, Lorenzo Insigne",33,74,74,2026,198219,163,59,80,CAM,0,4700000,10000,€23.9M,366,,,,,,425,,,,,,406,,,,,,321,,,,,,299,,,,,,,94,,,,45,,,,,,1956,401,4,79,78,80,84,36,1
198314,"S. Clark, Steven Thomas Clark",38,70 ,70 ,2024,198355,188,86,,GK,,180000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198414,"J. Larsson, Johan Erik Larsson",34,66,66,2025,198455,182,75,,RB,,450000,5000,,,66,58,58,66,57,,60,69,68,64,62,,66,68,75,62,76,,70,71,73,72,68,,65,64,64,70,58,68,,61,61,60,,13,16,6,16,16,,,,,,,,,1
198512,"C. Gamboa, Cristian Esteban Gamboa Luna",34,69 ,69 ,2025,198553,175,70,,RB,,500000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
198584,"S. Bain, Scott Bain",32,66 ,66 ,2026,198625,183,84,,GK,,425000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
442,"W. Zaha, Dazet Wilfried Armel Zaha",31,76,76,2026,198717,180,66,81,LW,0,8500000,11000,€47.5M,348,,,,,,368,,,,,,405,,,,,,377,,,,,,341,,,,,,,109,,,,61,,,,,,2009,435,2,86,79,73,85,37,1
198770,"F. Jensen, Fredrik Oldrup Jensen",31,64 ,64 ,2025,198811,185,73,,CDM,,400000,7000,,,50,46,60,59,48,,57,56,58,59,62,,52,48,62,62,62,,62,65,75,70,51,,65,66,53,56,52,64,,64,64,62,,12,16,8,14,10,,,,,,,,,1
198833,"Adriano, Carlos Adriano de Sousa Cruz",32,63 ,63 ,2024,198874,171,68,,CF,,400000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2813,"Pablo Sarabia, Pablo Sarabia García",32,76 ,76 ,2025,198950,174,70,78,CAM,0,6000000,59000,€16.2M,359,,,,,,396,,,,,,374,,,,,,342,,,,,,336,,,,,,,163,,,,58,,,,,,2028,417,2,69,73,80,80,57,0
199003,"J. Bokila, Jeremy Loteteka Bokila",35,65 ,65 ,2025,199044,188,81,,CF,,300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2067,"V. Aboubakar, Vincent Paté Aboubakar",32,76 ,76 ,2025,199069,184,75,79,CF,0,6000000,18000,€28.5M,375,,,,,,372,,,,,,366,,,,,,393,,,,,,336,,,,,,,86,,,,42,,,,,,1970,416,2,71,81,71,79,36,1
199090,"A. Tinnerholm, Anton Lars Tinnerholm",33,70 ,70 ,2026,199131,176,75,,RB,,825000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199116,"Antonio Luna, Antonio Manuel Luna Rodríguez",33,63 ,63 ,2025,199157,178,68,,LB,,250000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199118,"L. Brattan, Nathan Luke Brattan",34,68 ,68 ,2025,199159,175,65,,CDM,,400000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199150,"D. Appiah, Dennis Appiah",32,72 ,72 ,2025,199191,179,68,,RB,,1600000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199165,"D. Vida, Domagoj Vida",35,75 ,75 ,2025,199206,184,82,,CB,,1500000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199195,"Hong Chul, Chul Hong홍철 洪喆",33,70 ,70 ,2028,199236,176,70,,LB,,825000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199398,"M. Gregoritsch, Michael Gregoritsch",30,77 ,77 ,2028,199439,193,91,,CF,,10500000,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
199438,"B. Uaferro, Boné Uaferro",32,64,64,2025,199479,191,86,,CB,,475000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199521,"Ilie Sánchez, Ilie Sánchez Farrés",33,71,71,2025,199562,180,75,,CDM,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2702,"Sergi Roberto, Sergio Roberto Carnicer",32,79 ,79 ,2026,199564,178,68,80,RB,0,12000000,35000,€31.8M,345,,,,,,374,,,,,,366,,,,,,361,,,,,,350,,,,,,,224,,,,66,,,,,,2086,441,3,74,63,79,77,75,1
199561,"J. Guidetti, John Alberto Fernando Andres Luigi Olof Guidetti",32,65 ,65 ,2025,199602,185,80,,CF,,575000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199722,"B. Bereszyński, Bartosz Bereszyński",31,72 ,72 ,2025,199763,183,77,,RB,,1700000,5000,,,70,50,61,68,56,,68,63,50,59,70,,74,78,69,67,71,,64,73,81,68,62,,71,68,62,58,50,69,,67,69,70,,9,8,16,7,15,,,,,,,,,1
199772,"G. Trauner, Gernot Trauner",32,76 ,76 ,2026,199813,183,82,,CB,,4900000,19000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2070,"Campaña, José Ángel Gómez Campaña",31,77 ,77 ,2025,199823,179,80,78,CM,0,8500000,26000,€28.4M,359,,,,,,403,,,,,,356,,,,,,370,,,,,,366,,,,,,,200,,,,42,,,,,,2096,436,2,65,72,81,79,68,1
199807,"Pedro Moreira, Pedro Manuel da Silva Moreira",35,64 ,64 ,2025,199848,182,76,,CM,,230000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
199863,"J. Joronen, Jesse Pekka Joronen",31,72,72,2025,199904,197,89,,GK,,1600000,8000,,,15,13,18,26,12,,16,14,13,25,16,,48,45,50,69,36,,52,66,33,64,13,,39,25,14,49,14,62,,22,14,15,,71,71,69,74,73,,,,,,,,,1
199946,"J. Cillessen, Jacobus Antonius Peter Cillessen",35,78 ,78 ,2026,199987,186,85,,GK,,1600000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200079,"M. Ortega, Michael Javier Ortega Dieppa",33,67,67,2024,200120,171,70,,CAM,,750000,21000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200081,"M. Peersman, Marvin Peersman",33,68 ,68 ,2026,200122,184,69,,CB,,575000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1624,"S. Ortega, Stefan Ortega Moreno",31,81 ,81 ,2026,200159,185,88,79,GK,0,13500000,86000,€21.3M,106,,,,,,141,,,,,,278,,,,,,256,,,,,,156,,,,,,,56,,,,398,,,,,,1391,450,1,76,73,86,84,52,1
200159,"E. Schouten, Erik Schouten",32,66 ,66 ,2025,200200,182,73,,CB,,550000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200253,"Edu García, Eduardo García Martín",34,66 ,66 ,2024,200294,181,74,,CAM,,400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200261,"G. Shinnie, Graeme Shinnie",32,70 ,70 ,2026,200302,175,72,,CDM,,1100000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200268,"T. Darikwa, Tendayi David Darikwa",32,67 ,67 ,2025,200309,188,77,,RB,,700000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200392,"L. Hinterseer, Lukas Hinterseer",33,63 ,63 ,2026,200433,192,86,,CF,,300000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200399,"B. Bodin, Billy Paul Bodin",32,65 ,65 ,2026,200440,180,70,,LW,,575000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200402,"B. Douglas, Barry James Douglas",34,63 ,63 ,2025,200443,176,64,,CAM,,180000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200430,"D. Chima Chukwu, Daniel Chima Chukwu",33,67 ,67 ,2026,200471,180,74,,CF,,650000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200469,"Dioni, Dionisio Emanuel Villalba Rojano",34,66 ,66 ,2025,200510,184,82,,CF,,425000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200478,"Pulido, Jorge Pulido Mayoral",33,73 ,73 ,2026,200519,186,72,,CB,,1500000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1151,"K. Volland, Kevin Volland",31,76 ,76 ,2026,200610,179,85,77,CF,0,6500000,36000,€17.9M,386,,,,,,389,,,,,,364,,,,,,415,,,,,,355,,,,,,,124,,,,43,,,,,,2076,431,2,68,79,77,78,46,0
200592,"R. McDonald, Rodney Troy McDonald",32,62 ,62 ,2026,200633,191,82,,CB,,250000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2705,"R. Tafazolli, Ryan Sirous Tafazolli",32,66 ,66 ,2025,200697,196,93,68,CB,0,550000,8000,€1.4M,214,,,,,,204,,,,,,207,,,,,,308,,,,,,213,,,,,,,201,,,,71,,,,,,1418,301,1,39,28,42,46,67,0
200677,"J. Hammar, Per Johan Gustav Hammar",30,70,70,2024,200718,197,84,,CB,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200685,"B. Lecomte, Benjamin Lecomte",33,75 ,75 ,2027,200726,186,78,,GK,,1800000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200752,"C. Robertson, Clark Robertson",30,65 ,65 ,2026,200793,188,76,,CB,,575000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
200771,"M. Ehmer, Maximilian Andreas Ehmer",32,63 ,63 ,2025,200812,189,93,,CB,,300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
200848,"S. Özdamar, Süleyman Özdamar",31,65 ,65 ,2025,200889,182,74,,CB,,500000,18000,,,39,33,70,69,20,,30,27,35,68,61,,55,55,58,48,68,,40,69,67,70,24,,64,60,15,25,48,50,,61,71,70,,14,11,9,12,8,,,,,,,,,1
200911,"M. Könnecke, Mike Könnecke",33,62 ,62 ,2023,200952,174,70,,RM,,240000,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201103,"M. Badelj, Milan Badelj",35,73 ,73 ,2025,201144,186,80,,CDM,,850000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
604,"Morata, Álvaro Borja Morata Martín",31,83 ,83 ,2026,201153,190,84,84,CF,0,30500000,175000,€87.2M,404,72,82,87,77,82,356,80,78,52,63,83,385,81,83,74,84,63,412,83,94,79,81,76,334,69,26,87,77,75,79,71,37,14,20,22,4,5,4,4,5,1984,428,3,82,83,73,80,31,1
201131,"A. Woźniak, Arkadiusz Woźniak",34,60 ,60 ,2025,201172,184,86,,CF,,110000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201254,"Manu Molina, Manuel Antonio Molina Valero",32,68 ,68 ,2025,201295,178,72,,CM,,950000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201262,"R. Falk, Rasmus Falk Østergaard",32,73 ,73 ,2027,201303,177,65,,CM,,2400000,20000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1393,"Gabriel Paulista, Gabriel Armando de Abreu",33,78 ,78 ,2027,201305,185,72,77,CB,0,6500000,50000,€14.7M,305,,,,,,298,,,,,,326,,,,,,340,,,,,,328,,,,,,,233,,,,58,,,,,,1888,395,2,63,49,66,62,78,1
201348,"C. Biraghi, Cristiano Biraghi",31,78 ,78 ,2025,201389,185,78,,LB,,10000000,48000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
201397,"H. Van Der Bruggen, Hannes Van Der Bruggen",31,71 ,71 ,2026,201438,181,72,,CM,,1500000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
2076,"J. Veretout, Jordan Marcel Gilbert Veretout",31,78 ,78 ,2026,201519,177,67,80,CM,0,11500000,49000,€38M,351,,,,,,385,,,,,,387,,,,,,398,,,,,,391,,,,,,,232,,,,47,,,,,,2191,462,2,75,75,78,79,75,1
201666,"A. Fiola, Attila Csaba Fiola",34,69 ,69 ,Unknown,201707,183,78,,RB,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201819,"E. Bičakčić, Ermin Bičakčić",34,70 ,70 ,2025,201860,185,85,,CB,,525000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
201902,"A. Cornelius, Andreas Evald Cornelius",31,69 ,69 ,2027,201943,193,91,,CF,,1200000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
201914,"M. Haïdara, Massadio Haïdara",31,74 ,74 ,2025,201955,179,76,,LB,,3100000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
201952,"A. Tveter, Alexander Ruud Tveter",33,64 ,64 ,2024,201993,188,86,,CF,,375000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
202008,"A. Struna, Andraž Struna",31,66,66,2024,202049,183,72,,RB,,525000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202009,"T. Bruns, Thomas Jan Paul Bruns",32,65 ,65 ,2025,202050,177,69,,CM,,575000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202038,"D. Blažević, Davor Blažević",31,64,64,2025,202079,190,88,,GK,,250000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202066,"A. Morales, Alfredo Eloy Galo Morales",34,66,66,2025,202107,183,77,,CDM,,350000,6000,,,61,53,55,65,49,,63,63,53,62,64,,62,48,68,64,71,,67,71,78,76,63,,81,65,60,67,45,67,,63,61,61,,9,13,13,16,12,,,,,,,,,1
202072,"M. Odubajo, Moses OdubajoMoses Adeshina Ayoola Junior Odubajo",30,72 ,72 ,2026,202113,177,69,,RB,,2000000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
141,"H. Kane, Harry Edward Kane",30,90 ,90 ,2027,202126,188,86,90,CF,0,117500000,170000,€197.2M,440,,,,,,404,,,,,,369,,,,,,433,,,,,,395,,,,,,,130,,,,54,,,,,,2225,461,5,69,93,84,83,49,1
202167,"D. Petratos, Dimitrios PetratosΔημήτριος Πετράτος",31,68 ,68 ,2026,202208,176,82,,CAM,,1000000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1628,"S. Armstrong, Stuart Armstrong",32,73 ,73 ,2026,202282,183,75,74,CM,0,2400000,11000,€4.8M,347,71,72,65,75,62,372,75,78,74,71,75,340,61,63,70,74,62,348,74,66,79,59,77,350,69,69,73,72,64,71,191,63,67,60,59,14,8,13,11,13,2007,415,1,65,74,73,73,66,1
202315,"Z. Erdal, Ziya Erdal",36,65 ,65 ,2025,202356,182,73,,LB,,160000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
202423,"J. Clark, Jordan Charles Clark",30,71 ,71 ,2026,202464,176,73,,CM,,1800000,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202448,"D. Bisoli, Dimitri Bisoli",30,71 ,71 ,2027,202489,182,77,,CM,,1800000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202450,"T. Carroll, Tom Carroll",32,62 ,62 ,2025,202491,177,71,,CAM,,325000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
202548,"Javi Hernández, Francisco Javier Hernández González",35,67 ,67 ,2025,202589,184,79,,CAM,,425000,2000,,,68,69,37,67,65,,70,68,69,65,70,,64,59,66,60,57,,71,50,69,71,69,,31,56,65,69,62,62,,48,43,29,,8,11,12,7,10,,,,,,,,,0
202635,"A. Taggart, Adam Jake Taggart",31,70 ,70 ,2026,202676,177,69,,CF,,1300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202637,"J. Risdon, Joshua Robert Risdon",31,65,65,2026,202678,167,70,,RB,,625000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
202730,"J. Newell, Joseph Peter Newell",31,69 ,69 ,2027,202771,185,71,,CM,,1100000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
202985,"P. Filipović, Petar Filipović",33,68 ,68 ,2026,203026,188,81,,CB,,575000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
203019,"J. Vela, Joshua James Vela",30,59,59,2025,203060,181,70,,CDM,,325000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203054,"S. Gannon, Seán Gannon",32,63 ,63 ,2026,203095,185,73,,RB,,325000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203097,"J. Scowen, Joshua Charles Scowen",31,67 ,67 ,2026,203138,178,74,,CDM,,725000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203132,"Noguera, Alberto Noguera Ripoll",34,69 ,69 ,2025,203173,177,65,,CAM,,650000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203184,"J. Jeggo, James Alexander Jeggo",32,66 ,66 ,2025,203225,178,66,,CDM,,575000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203223,"S. Wootton, Scott James Wootton",32,66 ,66 ,2025,203264,188,87,,CB,,550000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203268,"B. Halloran, Benjamin Halloran",32,63 ,63 ,2025,203309,180,69,,RM,,375000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
728,"V. van Dijk, Virgil van Dijk",32,91,91,2025,203376,193,92,89,CB,0,77500000,220000,€130.4M,317,,,,,,363,,,,,,350,,,,,,399,,,,,,349,,,,,,,267,,,,58,,,,,,2103,456,4,78,60,71,72,89,1
203375,"L. Norris, Luke Michael Norris",31,59,59,2025,203416,184,84,,CF,,210000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203389,"G. Ray, George Edward Ray",30,62 ,62 ,2025,203430,193,86,,CB,,325000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1632,"T. Hazard, Thorgan Ganael Francis Hazard",31,76 ,76 ,2026,203486,175,71,78,CAM,0,6000000,32000,€15M,345,,,,,,398,,,,,,393,,,,,,354,,,,,,351,,,,,,,156,,,,37,,,,,,2034,423,2,71,74,78,82,53,1
203534,"D. Abramowicz, Dawid Abramowicz",33,66 ,66 ,2026,203575,186,76,,LB,,450000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
203540,"I. Balliu, Iván Balliu Campeny",32,77 ,77 ,2025,203581,172,63,,RB,,7500000,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203783,"R. Matthews, Remi Matthews",30,63 ,63 ,2025,203824,192,78,,GK,,325000,26000,,,11,15,15,35,16,,22,14,19,39,27,,44,47,49,55,39,,47,62,29,66,20,,24,15,7,39,22,34,,12,15,17,,64,63,62,62,63,,,,,,,,,1
203823,"B. Zuculini, Bruno Zuculini",31,71 ,71 ,2025,203864,182,77,,CB,,1300000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203861,"A. Luna, Adrián Nicolás Luna Retamar",32,66 ,66 ,2027,203902,169,60,,CAM,,675000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203966,"T. Nichols, Thomas Andrew Nichols",30,62 ,62 ,2025,204007,178,75,,CF,,400000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
203992,"N. Devlin, Nicholas Devlin",30,69 ,69 ,2027,204033,183,73,,RB,,1200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
