,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
70029,"S. Leonardi, Simone Leonardi",18,61 ,76 ,2029,70070,183,75,,CF,,775000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70037,"F. Ajago, Forster Ajago",22,53 ,61 ,2025,70078,188,81,,CF,,210000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70039,"E. Wahl, Elis Wahl",19,53 ,68 ,2025,70080,186,78,,GK,,190000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70042,"U. Aras, Umit Aras",29,54 ,54 ,2025,70083,183,80,,CB,,90000,2000,,,26,21,44,48,25,,32,27,24,34,32,,58,56,54,48,57,,35,52,60,67,16,,49,55,24,33,38,38,,52,61,60,,7,12,9,12,13,,,,,,,,,1
70043,"A. Douglas, Alex Raymond Douglas",22,67 ,76 ,2027,70084,190,81,,CB,,2100000,6000,,,40,27,62,68,29,,62,31,28,66,61,,68,63,62,69,53,,46,76,65,76,25,,63,66,43,37,37,63,,68,68,62,,11,12,6,13,12,,,,,,,,,0
70055,"P. Åslund, Patric Karl Emil Åslund",21,64 ,72 ,2028,70096,183,77,,CAM,,1300000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70058,"O. Sanderson, Oliver Sanderson",20,60 ,69 ,2025,70099,183,77,,CF,,550000,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70065,"S. Babicka, Shavy Warren Babicka",24,71 ,76 ,2027,70106,179,75,,RM,,2800000,16000,,,67,69,62,70,45,,68,58,44,65,71,,83,84,70,66,65,,63,81,68,72,58,,47,35,66,69,53,68,,29,39,28,,10,10,9,9,9,,,,,,,,,1
70074,"Erick, Erick Nunes Barbosa dos Santos",20,61 ,73 ,2025,70115,176,70,,CDM,,750000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70080,"L. Begby, Ludvig Begby",27,57 ,57 ,2025,70121,170,65,,LM,,170000,3000,,,56,47,35,58,48,,55,41,34,54,58,,69,62,47,47,84,,52,37,48,42,38,,45,16,56,58,53,54,,27,31,23,,9,11,15,7,13,,,,,,,,,0
70083,"J. Magnússon, Júlíus Magnússon",26,64 ,69 ,2026,70124,178,76,,CDM,,775000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70102,"L. Tahwildaran, Liam Jonatan Tahwildaran",20,56 ,68 ,2025,70143,178,75,,RM,,325000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70104,"M. Tanikawa, Momoko Tanikawa谷川 萌々子",19,73 ,85 ,2026,70145,169,57,,CAM,,50000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70105,"P. Neagu, Petru Neagu",24,61 ,64 ,2025,70146,185,75,,CF,,450000,5000,,,59,62,58,62,59,,64,48,45,57,62,,68,67,66,55,58,,67,66,54,62,57,,44,21,56,57,59,54,,20,19,23,,11,14,15,14,6,,,,,,,,,1
70106,"E. Minda, Ethan Gabriel Minda Humanante",19,60 ,71 ,2025,70147,189,70,,GK,,450000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70107,"V. Szabó, Viktória Szabó",27,67 ,67 ,2025,70148,170,60,,CM,,10000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70108,"S. Fukuda, Shio Fukuda福田 師王",20,64 ,77 ,2026,70149,178,70,,CF,,1400000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70119,"T. Yegbe, Terry Yegbe",23,70,79,2028,70160,195,87,,CB,,2100000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70136,"A. Hammond, Aydan Johnathan Hammond",20,54 ,67 ,2026,70177,175,65,,CF,,250000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70144,"D. Hickson, David Hickson Gyedu",26,62 ,63 ,2026,70185,180,72,,LB,,425000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70151,"H. Matthews, Hayden John Matthews",20,60 ,72 ,2029,70192,195,85,,CB,,550000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70173,"Y. Murillo, Yeison Mena Murillo",30,65 ,65 ,2024,70214,193,88,,CB,,575000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70176,"N. Jones, Nathaniel Jones",22,55 ,61 ,2024,70217,190,84,,CB,,180000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70187,"J. Gardner, Joseph Charles Gardner",19,54 ,72 ,2027,70228,178,70,,CF,,275000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70190,"V. Cabañas, Víctor Ramón Cabañas",21,60 ,68 ,2025,70231,175,75,,RM,,525000,9000,,,56,54,48,55,30,,60,33,40,45,55,,78,75,70,51,76,,40,62,68,55,45,,50,50,62,50,55,45,,56,55,57,,10,9,13,6,12,,,,,,,,,1
70191,"L. Dent, Lily Dent",17,54 ,68 ,2025,70232,168,57,,CF,,4000,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70199,"B. Ersoy, Burhan Ersoy",21,51 ,59 ,2025,70240,187,80,,CB,,120000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70207,"S. Ashbee, Stanley Ashbee",17,56 ,77 ,2027,70248,187,82,,CB,,425000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70236,"A. Lapage, Amando Lapage",19,62 ,69,2025,70277,187,80,,CB,,875000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70243,"Daniel Azevedo, Daniel Grilo Azevedo",26,60 ,64 ,2025,70284,195,90,,GK,,275000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70263,"M. Loeck, Melina Loeck",24,62 ,68 ,2027,70304,180,74,,GK,,9000,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70266,"D. Răilean, Dorian Răilean",30,61 ,61 ,2025,70307,185,75,,GK,,220000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70268,"B. Franklin, Bea Franklin",23,68 ,75 ,2025,70309,178,67,,CAM,,15000,2000,,,57,60,66,71,54,,67,50,56,69,69,,67,67,69,70,69,,64,67,66,58,66,,66,69,66,68,50,57,,66,62,57,,12,8,14,12,6,,,,,,,,,0
70274,"S. Wändin, Sebastian Wändin",18,55 ,71 ,2027,70315,182,76,,RB,,300000,2000,,,49,31,48,48,34,,54,34,31,25,55,,68,62,53,54,61,,32,56,61,58,33,,53,48,52,31,31,40,,47,55,53,,11,9,10,6,5,,,,,,,,,1
70374,"E. Lepaul, Estéban Lepaul",24,70 ,75 ,2027,70415,177,71,,CF,,2400000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70377,"Gabriel Tigrão, Gabriel Henrique de Souza de Oliveira",22,66,74,2027,70418,182,80,,CF,,2300000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70378,"Italo, Italo Moreira Barcelos",26,71 ,72 ,2027,70419,190,87,,CM,,2200000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70390,"N. Claa, Nicolás Cláa",19,59 ,71 ,2026,70431,188,82,,GK,,475000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70391,"B. Hatton, Ben Hatton",18,55 ,69 ,2025,70432,177,70,,CAM,,300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70394,"F. Masuero, Facundo Andrés Masuero",24,62 ,70 ,2026,70435,190,81,,GK,,775000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70396,"J. Fedorco, Juan Manuel Fedorco",23,68 ,76 ,2027,70437,185,80,,CB,,2500000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70398,"M. Morro, Mateo Morro",18,61 ,76 ,2026,70439,185,78,,GK,,675000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70400,"A. Luna, Alex Nahuel Luna",20,68 ,77 ,2025,70441,174,71,,CAM,,2600000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70403,"M. Jones, Malachi Jones",20,61,70,2025,70444,178,68,,LM,,350000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70405,"M. Forbes, Michael Forbes",20,56 ,70 ,2025,70446,188,76,,CB,,325000,28000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70421,"H. Güreler, Hamza Güreler",18,52 ,74 ,2026,70462,192,84,,CB,,240000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70423,"O. Aksoy, Oğuzhan Aksoy",17,53 ,77 ,2025,70464,175,70,,RM,,300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70440,"A. Ciammaglichella, Aaron Ciammaglichella",19,62 ,79 ,2027,70481,180,72,,CAM,,1000000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70443,"H. Stambaugh, Hannah Stambaughスタンボー 華",25,67 ,71 ,2025,70484,175,66,,GK,,15000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70445,"S. Fox-Akande, Saul Fox-Akande",18,51 ,59 ,2025,70486,188,83,,CF,,120000,5000,,,39,52,47,40,46,,48,39,35,31,45,,66,69,53,47,59,,50,59,58,69,47,,46,20,50,41,51,45,,24,27,18,,12,8,7,6,10,,,,,,,,,1
70449,"A. Pfeiffer, Alex Pfeiffer",16,67 ,82 ,2026,70490,165,58,,CF,,25000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70450,"R. Núñez, Rafael Leonardo Núñez Mata",22,63 ,72 ,2027,70491,178,58,,CAM,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70462,"D. Ngonzo, Dircssi Ngonzo",18,55 ,70 ,2027,70503,189,80,,CB,,275000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70469,"P. Saltsfitz, Penelope Saltsfitz",24,67 ,73 ,2027,70510,166,63,,CM,,15000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70473,"A. Padmanabhan, Ankith Padmanabhan",22,51 ,57 ,2025,70514,170,65,,CF,,90000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70475,"M. Maksimov, Metodi MaksimovМетоди Максимов",21,61 ,71 ,2025,70516,178,78,,RM,,700000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70478,"J. York, James York",19,53,67 ,2026,70519,182,77,,CAM,,190000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70484,"R. Vega, Ronald Bryce Vega Guzmán",24,61 ,69 ,2025,70525,182,80,,CB,,675000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70485,"D. Montenegro, D´Alessandro Josué Montenegro Guerrero",21,57 ,68 ,2025,70526,174,71,,CB,,350000,7000,,,25,19,55,35,20,,25,21,19,35,37,,62,63,55,59,71,,34,63,55,62,19,,50,55,28,25,28,38,,60,65,60,,8,14,6,6,10,,,,,,,,,1
70489,"C. Álvarez, César Manuel Álvarez Huamán",19,55 ,67 ,2025,70530,172,71,,CAM,,300000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70491,"A. Hidalgo, Alexander Anderson Hidalgo Jorge",21,56 ,67 ,2026,70532,171,68,,CAM,,325000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70492,"E. Pinillos, Germán Ernesto Pinillos Alberca",19,56 ,69 ,2025,70533,180,80,,GK,,300000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70498,"L. Vennegoor of Hess., Lucas Vennegoor of Hesselink",18,61,80,2027,70539,192,73,,CF,,625000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70500,"O. Pona, Oumar Kalifa Pona",18,57 ,72 ,2027,70541,195,72,,GK,,325000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70521,"L. Loizou, Loizos Loizou",19,68 ,75 ,2026,70562,170,60,,CAM,,2300000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70531,"R. Martínez, Rubén David Martínez",20,66 ,77 ,2026,70572,170,67,,CB,,1800000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70533,"K. Oostenbrink, Koen Oostenbrink",24,55 ,58 ,2024,70574,190,71,,CDM,,160000,3000,,,35,39,45,58,20,,25,26,31,61,51,,51,49,37,39,48,,51,51,54,60,43,,41,60,38,50,41,48,,53,54,51,,9,8,9,14,14,,,,,,,,,1
70534,"G. Fraulo, Gustav Leone Fraulo",19,55 ,73 ,2028,70575,183,75,,CAM,,325000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70536,"K. Gyamfi, Kingsley Gyamfi",20,58 ,75 ,2028,70577,185,77,,CB,,500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70543,"N. Masoud, Nayef Khaled Rashid Mubarak Masoudنايف خالد راشد مبارك مسعود",23,58 ,64 ,2029,70584,177,70,,CDM,,300000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70550,"A. Barboza, Albert Enrique Barboza Portillo",23,60 ,67 ,2025,70591,180,76,,LB,,475000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70551,"R. Steigleder, Regan Steigleder",25,68 ,71 ,2025,70592,170,63,,CB,,10000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70563,"J. Mejía, Jhon Mejía",22,61 ,69 ,2027,70604,178,74,,CM,,725000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70565,"J. Ochoa, José Luis Ochoa Machado",25,62 ,65 ,2025,70606,180,75,,CF,,525000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70572,"C. Salazar, César Alfonso Salazar Nava",25,60 ,61,2025,70613,183,82,,CF,,325000,9000,,,25,64,68,54,50,,58,32,35,40,51,,55,58,49,63,66,,59,74,64,77,52,,48,18,60,42,54,46,,23,23,18,,11,12,10,12,14,,,,,,,,,1
70574,"J. Zohminghlua, Jeremy Zohminghlua",19,50 ,59 ,2027,70615,165,65,,LB,,100000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70594,"Sim Yeon Won, Yeon-won Sim심연원",18,47 ,59 ,2024,70635,184,76,,CB,,100000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70596,"Jung Heon Taek, Heon-taek Jeong정헌택",21,50 ,57 ,2024,70637,177,68,,RB,,90000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70606,"Baek Min Gyu, Min-gyu Baek백민규",18,48 ,58 ,2027,70647,183,75,,CF,,100000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
1683,"C. Sherpa, Cris Nowang Sherpa",17,47 ,61 ,2027,70659,167,65,49,CAM,14,110000,1000,€217K,197,,,,,,203,,,,,,298,,,,,,218,,,,,,196,,,,,,,43,,,,54,,,,,,1209,253,1,60,46,38,51,17,1
70632,"Vinicius Zanocelo, Vinicius Nelson de Souza Zanocelo",23,72 ,79 ,2027,70673,185,78,,CAM,,4700000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70634,"K. Van Zanten, Kiki Van Zanten",22,69 ,75 ,2026,70675,168,61,,CAM,,15000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70635,"N. Dubersarsky, Nicolás Dubersarsky",19,61 ,75 ,2029,70676,188,80,,CM,,775000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70640,"G. Siri, Gonzalo Siri Payer",21,62 ,72 ,2027,70681,183,70,,GK,,775000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70643,"A. West, Amanda West",23,67 ,75 ,2026,70684,165,58,,CF,,20000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70650,"E. Calderón, Elías Calderón",23,58 ,65 ,2025,70691,189,81,,CB,,375000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70651,"G. Benítez, Gustavo Óscar Benítez",38,61 ,61 ,2024,70692,197,90,,CB,,60000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70652,"T. Nemčík, Tomáš Nemčík",23,67 ,76 ,2028,70693,190,80,,CB,,2100000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70660,"T. Ostchega, Tobias Ostchega",25,68,71,2025,70701,176,70,,LB,,1200000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70663,"S. Zeballos, Juan Sebastián Zeballos",22,58 ,67 ,2027,70704,167,66,,CF,,450000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70668,"C. Ortíz, Cristian Nicolás Ortíz",19,54 ,68 ,2025,70709,180,70,,RM,,250000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70670,"E. Ocampo, Elías Nahuel Ocampo",20,64 ,77 ,2026,70711,167,68,,RM,,1400000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70673,"S. Burgos, Santiago Burgos",18,59 ,75 ,2026,70714,184,75,,RB,,550000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70683,"A. Aymbetov, Abat Aymbetov",28,61 ,61 ,2025,70724,184,71,,CF,,325000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70712,"B. Edet, Blessing Essien Edet",19,62 ,72 ,2026,70753,180,78,,CM,,850000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
70719,"Kim Dong Min, Dong-min Kim김동민",19,47 ,59 ,2027,70760,173,70,,CDM,,110000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70722,"Kim Dong Jin, Dong-jin Kim김동진",20,58 ,68 ,2027,70763,181,71,,CM,,450000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70725,"Y. Zague, Yoram Zague",18,66,80 ,2027,70766,168,58,,RB,,1600000,24000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70736,"C. Penman, Callum Penman",17,55 ,70 ,2027,70777,175,62,,RB,,275000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
70758,"J. Anasmo, Joel Anasmo",19,54 ,69 ,2026,70799,190,81,,RM,,250000,3000,,,52,49,40,48,50,,52,44,36,41,56,,73,75,53,34,43,,57,57,56,63,43,,37,21,50,51,51,42,,23,24,23,,10,11,9,7,11,,,,,,,,,1
