,name,Age,Overall rating,Potential,Team & Contract,ID,Height,Weight,Best overall,Best position,Growth,Value,Wage,Release clause,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Composure,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Total stats,Base stats,International reputation,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defending / Pace,Pied droit
223266,"J. Kubicki, Jarosław Kubicki",28,68 ,68 ,2025,223307,179,69,,CDM,,1100000,7000,,,56,58,60,67,49,,63,62,65,64,68,,71,71,68,66,78,,63,73,85,70,61,,73,64,60,65,43,69,,59,64,64,,9,15,6,13,10,,,,,,,,,1
223314,"A. Mateiu, Alexandru Mateiu",34,66 ,66 ,2026,223355,175,74,,CDM,,300000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223332,"L. Maguire, Laurence Henry Maguire",27,63 ,64 ,2026,223373,185,76,,CB,,475000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223457,"E. Cecchini, Rodrigo Emanuel Cecchini",27,66 ,66 ,2025,223498,179,74,,CDM,,900000,9000,,,64,59,59,71,40,,65,59,55,63,67,,64,64,68,63,63,,71,66,70,64,72,,78,66,65,62,43,64,,68,70,59,,16,15,6,16,9,,,,,,,,,1
223460,"A. Spörle, Adrián Marcelo Spörle",28,67 ,67 ,2025,223501,182,76,,LB,,925000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223510,"L. Gregory, Lee Andrew Gregory",35,66 ,66 ,2025,223551,188,80,,CF,,375000,6000,,,43,67,65,63,66,,59,56,61,46,68,,50,52,62,66,61,,70,74,68,82,63,,70,21,67,62,69,68,,24,23,29,,7,13,15,8,15,,,,,,,,,1
223537,"Mata, Jaime Mata Arnaiz",35,72 ,72 ,2025,223578,186,80,,CF,,1000000,16000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223555,"S. Prevljak, Smail Prevljak",29,68 ,68 ,2025,223596,187,75,,CF,,1200000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223558,"C. Cooke, Callum James Cooke",27,61 ,61 ,2025,223599,172,72,,CM,,350000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223596,"A. Polo, Andy Jorman Polo Andrade",29,73 ,73 ,2025,223637,173,70,,RM,,3000000,23000,,,67,65,60,70,54,,75,68,56,61,72,,90,89,88,70,75,,60,76,74,58,60,,56,59,67,70,44,57,,55,63,61,,10,7,12,12,14,,,,,,,,,1
223639,"M. Schuster, Marco Schuster",28,66 ,66 ,2029,223680,179,77,,CDM,,750000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223644,"O. Rivero, Raúl Octavio Rivero Falero",32,70 ,70 ,2026,223685,185,89,,CF,,1300000,17000,,,25,75,71,65,65,,66,26,45,58,70,,59,62,59,67,54,,70,77,68,74,62,,69,22,72,55,75,69,,20,19,20,,11,13,9,14,14,,,,,,,,,1
223653,"E. Marxen, Erik Marxen",33,63,63,2025,223694,185,80,,CB,,275000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223683,"S. Lainer, Stefan Lainer",31,73 ,73 ,2026,223724,175,73,,RB,,2200000,22000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223722,"S. Jhingan, Sandesh Jhingan",30,62 ,62 ,2026,223763,188,80,,CB,,325000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223750,"R. Niyaz, Recep Niyaz",29,67 ,67 ,2025,223791,165,60,,CAM,,1000000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223773,"D. Mirani, Damon Mirani",28,66 ,68 ,2027,223814,183,80,,CB,,850000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223775,"J. Rodríguez, Jonathan Javier Rodríguez Portillo",30,77 ,77 ,2026,223816,177,79,,CF,,10500000,11000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223826,"A. Gruber, Andreas Gruber",29,71 ,71 ,2025,223867,174,70,,RM,,1800000,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223834,"Y. Bammou, Yacine Bammouياسين بامو",32,69 ,69 ,2025,223875,188,78,,CF,,1100000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223858,"S. Jacob, Sebastian Jacob",30,65 ,65 ,2024,223899,183,80,,CF,,700000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223864,"P. Ng, Perry Tian Hee Ng",28,73 ,73 ,2026,223905,180,77,,RB,,2800000,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223867,"V. Wernersson, Victor Christoffer Wernersson",28,63 ,63 ,2024,223908,180,68,,LB,,425000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
223899,"M. Southam-Hales, Macauley Anthony Southam-Hales",28,63 ,63 ,2025,223940,175,69,,RB,,425000,7000,,,62,41,46,60,40,,62,43,44,53,60,,90,87,77,56,83,,53,67,62,57,45,,36,56,54,58,46,59,,57,59,55,,15,11,14,14,14,,,,,,,,,1
223936,"A. Nemane, Aaron Evans Nemane",26,64 ,64 ,2027,223977,170,62,,RB,,575000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
223976,"M. Williams, Michael Jordan Williams",28,62 ,62 ,2027,224017,187,77,,CDM,,350000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224028,"K. Toko Ekambi, Karl Louis Brillant Toko Ekambi",31,72 ,72 ,2025,224069,182,70,,CF,,1900000,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224067,"V. Solomon-Otabor, Viv Efosa Solomon-Otabor",28,69 ,69 ,2024,224108,175,77,,LM,,1400000,7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224074,"Ricardinho, Ricardo José Veiga Varzim Miranda",30,65 ,65 ,2026,224115,180,77,,RB,,625000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224089,"J. Vickers, Joshua Anthony Vickers",28,66 ,67 ,2026,224130,193,72,,GK,,675000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224145,"J. de Wijs, Jordy de Wijs",29,69 ,69 ,2025,224186,189,95,,CB,,1200000,18000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224148,"Y. Barbet, Yoann Barbet",31,70 ,70 ,2029,224189,187,81,,CB,,1100000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224150,"A. Ciranni, Alessandro Ciranni",28,67 ,67 ,2025,224191,173,73,,RB,,925000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224172,"T. Ebuehi, Tyronne Efe Ebuehi",28,74 ,74 ,2025,224213,187,72,,RB,,3800000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224180,"J. Andersen, Joachim Christian Andersen",28,80 ,80 ,2029,224221,192,90,,CB,,18000000,88000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
156,"N. Barella, Nicolò Barella",27,87 ,87 ,2029,224232,175,68,86,CM,1,84500000,155000,€141.1M,378,,,,,,399,,,,,,430,,,,,,401,,,,,,406,,,,,,,244,,,,54,,,,,,2312,487,3,80,79,83,85,79,1
224218,"Patrick Andrade, Erickson Patrick Correia Andrade",31,68 ,68 ,2025,224259,176,70,,CDM,,850000,14000,,,55,55,53,69,46,,68,61,50,72,69,,68,67,68,66,73,,67,64,62,64,56,,73,65,61,64,58,65,,65,64,62,,7,8,15,7,15,,,,,,,,,0
1677,"L. Cook, Lewis John Cook",27,78 ,79 ,2028,224294,175,71,75,CDM,1,14500000,59000,€8.7M,315,,,,,,368,,,,,,352,,,,,,323,,,,,,347,,,,,,,207,,,,61,,,,,,1973,407,1,59,63,74,77,68,1
224264,"Iván Calero, Iván Calero Ruiz",29,69 ,69 ,2027,224305,174,70,,RB,,1200000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224283,"O. Zawada, Oskar Zawada",28,69 ,69 ,2026,224324,192,87,,CF,,1400000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224294,"L. Cueto, Lucas Cueto",28,64 ,64 ,2025,224335,175,67,,LM,,600000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224307,"L. Hoyos, Lucas Adrián Hoyos",35,72 ,72 ,2025,224348,183,76,,GK,,250000,5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224354,"B. Bahn, Bentley Baxter Bahn",31,64 ,64 ,2026,224395,180,69,,RM,,475000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224362,"G. Alanís, Gabriel Gustavo Alanís",30,71 ,71 ,2027,224403,189,80,,RM,,1800000,12000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2035,"J. Boga, Jérémie Boga",27,77 ,77 ,2027,224422,172,68,77,LW,0,11000000,35000,€21.9M,332,,,,,,381,,,,,,409,,,,,,361,,,,,,295,,,,,,,106,,,,62,,,,,,1946,412,1,85,70,72,82,39,1
224383,"R. Neudecker, Richard Neudecker",27,66 ,66 ,2025,224424,174,63,,CAM,,900000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2584,"A. Buksa, Adam Buksa",27,73 ,73 ,2028,224438,191,84,75,CF,1,3300000,24000,€0,340,,,,,,282,,,,,,316,,,,,,385,,,,,,297,,,,,,,85,,,,50,,,,,,1755,371,1,63,74,57,68,32,0
224399,"J. Pollersbeck, Julian Pollersbeck",29,67 ,67 ,2026,224440,195,90,,GK,,700000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224401,"B. Kamara, Bingourou Kamara",27,70 ,72 ,2025,224442,196,92,,GK,,1500000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
801,"Diogo Jota, Diogo José Teixeira da Silva",27,83,83,2027,224458,178,70,85,CF,1,45500000,140000,€124.2M,400,,,,,,375,,,,,,426,,,,,,408,,,,,,376,,,,,,,155,,,,54,,,,,,2194,459,2,82,82,75,84,57,1
224429,"He Chao, He Chao何超",29,63,63,2029,224470,178,78,,CDM,,500000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224448,"E. Ersoy, Ertuğrul Ersoy",27,65 ,65 ,2025,224489,187,82,,CB,,650000,10000,,,23,22,64,54,31,,49,34,29,53,48,,54,44,48,62,54,,45,73,71,80,29,,75,61,28,36,33,58,,63,67,66,,7,13,16,10,7,,,,,,,,,1
224477,"T. Ciğerci, Tolcay Ciğerci",29,67 ,67 ,2029,224518,180,84,,CAM,,1000000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224517,"Yu Rui, Yu Rui于睿",31,61 ,61 ,2024,224558,185,83,,CB,,220000,6000,,,57,33,64,56,27,,52,42,51,59,51,,51,52,40,55,67,,51,74,66,81,44,,64,57,35,32,33,57,,61,58,56,,14,13,14,16,13,,,,,,,,,1
224549,"J. Benet, Jessy Bénet",29,72 ,72 ,2026,224590,186,75,,CM,,2300000,7000,,,72,64,60,75,54,,67,68,72,72,74,,52,65,73,68,69,,72,71,89,80,68,,63,61,69,71,70,68,,61,64,54,,9,12,11,14,15,,,,,,,,,0
224550,"Y. Bodiger, Yann Yves Laurent Bodiger",29,68 ,68 ,2026,224591,188,80,,CDM,,1000000,8000,,,63,52,61,66,44,,63,67,69,68,70,,52,50,54,64,52,,67,69,72,75,63,,70,68,58,68,59,65,,67,65,61,,14,12,9,13,16,,,,,,,,,0
224563,"Wang Shenchao, Wang Shenchao王燊超",35,66 ,66 ,2025,224604,180,72,,RB,,275000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224574,"Zheng Dalun, Zheng Dalun郑达伦",30,62 ,62 ,2029,224615,170,67,,RM,,375000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224577,"Lin Chuangyi, Lin Chuangyi林创益",31,59 ,59 ,2029,224618,178,70,,CB,,180000,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224592,"He Guan, He Guan贺惯",31,63 ,63 ,2025,224633,183,80,,CB,,325000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224628,"Yin Hongbo, Yin Hongbo尹鸿博",34,60 ,60 ,2029,224669,179,70,,RM,,120000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224636,"Bi Jinhao, Bi Jinhao毕津浩",33,60 ,60 ,2025,224677,190,80,,CB,,120000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224649,"Li Ang, Li Ang李昂",30,64 ,64 ,2025,224690,188,88,,CB,,475000,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224760,"W. Cabrera, Walter Cabrera Cañiza",34,64 ,64 ,2024,224801,183,79,,CB,,190000,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224763,"C. Barillari, Cristian Barillari",20,52 ,66 ,2023,224804,168,66,,CAM,,110000,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224813,"L. Passerini, Lucas Giuliano Passerini",29,72 ,72 ,2026,224854,191,98,,CF,,2300000,13000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
224846,"D. Telford, Dominic David Telford",27,61 ,61 ,2025,224887,170,72,,CF,,350000,9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224884,"G. Gaudino, Gianluca Gaudino",27,64 ,64 ,2026,224925,179,73,,CAM,,625000,3000,,,53,47,39,69,51,,66,51,66,64,67,,70,65,80,62,80,,68,41,66,40,63,,31,56,56,68,50,67,,53,50,41,,11,11,9,11,13,,,,,,,,,1
224921,"M. Al Kuwaykibi, Mohammed Marzouq Al-Kuwaykibi Al-Ruwailiمحمد الكويكبي",29,67 ,67 ,2029,224962,169,65,,RM,,1000000,17000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
224929,"J. Dompé, Jean-Luc Mamadou Diarra Dompé",28,73 ,73 ,2025,224970,170,65,,LW,,3100000,26000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
